,endpoint_COLD HL 1,endpoint_COLD HL 2,endpoint_COLD HL 3,endpoint_COLD 1,endpoint_COLD 2,endpoint_COLD 3,endpoint_T1,endpoint_T 2,endpoint_T 3,endpoint_HEAT HL 1,endpoint_HEAT HL 2,endpoint_HEAT HL 3,endpoint_HEAT DROUGHT 1,endpoint_HEAT DROUGHT 2,endpoint_HEAT DROUGHT 3,endpoint_HEAT 1,endpoint_HEAT 2,endpoint_HEAT 3,endpoint_DROUGHT 1,endpoint_DROUGHT 2,endpoint_DROUGHT 3,endpoint_Humidity 1,endpoint_Humidity 2,endpoint_Humidity 3,endpoint_HL 1,endpoint_HL 2,endpoint_HL 3,recovery_COLD HL 1,recovery_COLD HL 2,recovery_COLD HL 3,recovery_COLD 1,recovery_COLD 2,recovery_COLD 3,recovery_T1,recovery_T 2,recovery_T 3,recovery_HEAT HL 1,recovery_HEAT HL 2,recovery_HEAT HL 3,recovery_HEAT DROUGHT 1,recovery_HEAT DROUGHT 2,recovery_HEAT DROUGHT 3,recovery_HEAT 1,recovery_HEAT 2,recovery_HEAT 3,recovery_DROUGHT 1,recovery_DROUGHT 2,recovery_DROUGHT 3,recovery_Humidity 1,recovery_Humidity 2,recovery_Humidity 3,recovery_HL 1,recovery_HL 2,recovery_HL 3,CONT 1,CONT 2,CONT 3
AT3G22910,4.976957828,5.084718938,5.913879017,5.230335451,5.095988507,4.954725301,5.144741497,4.78573934,5.963329652,5.329731587,4.94618598,5.171112637,6.407514788,6.66471928,7.153441418,5.855948975,5.386341141,5.214514802,5.162168673,5.138588615,6.302307143,4.901967753,4.897783723,5.038527488,6.448465531,4.824560454,5.258767613,4.754157283,5.772542232,4.726504866,5.070737228,4.928256298,5.303664735,4.75977458,4.638427972,6.301130931,4.841193375,4.672111945,5.868850484,4.894597122,5.155120038,6.662115094,5.125905369,4.808500996,4.86429649,5.567285253,6.564307939,5.730968877,5.15147063,4.855068971,4.723680698,4.649268802,6.720912155,5.581683757,5.15685379,4.770422967,4.911664234
AT3G22920,-2.423480834,-2.423478143,-2.423508016,-2.423508238,-2.423555976,-2.423525808,-2.423563628,-2.423622061,-2.423508008,-2.423611181,-2.423623268,-2.423591498,-2.423500122,-2.423501735,-2.423426914,-2.423639498,-2.423611538,-2.423668366,-2.423505037,-2.423580995,-2.423480643,-2.423587698,-2.423614466,-2.423586594,-2.423575283,-2.423588426,-2.423569569,-2.423616747,-2.421993762,-2.423646041,-2.423664573,-2.423593862,-2.423633716,-2.423611124,-2.423601149,-2.42358416,-2.423619494,-2.423618681,-2.423623274,-2.42361669,-2.423622318,-2.423608818,-2.423600672,-2.423632505,-2.423601772,-2.423596058,-2.423571621,-2.423617021,-2.4235882,-2.423645497,-2.423185757,-2.423582801,-2.423620727,-2.423602158,-2.423626917,-2.423600737,-2.423593332
AT3G22930,3.711920271,3.714201294,3.982944861,3.721447187,3.757207483,3.802143289,3.677113049,3.659073008,3.586648526,3.762906625,3.553197981,3.586319717,3.728691717,3.830962004,3.803545552,3.570368737,3.686406907,3.61446199,3.867082027,3.688297634,3.712081517,3.561858045,3.506852356,3.613262807,4.192646802,3.659956326,3.697236758,3.554688886,4.061698276,3.712711485,3.633215368,3.700298761,3.592775698,3.602113682,3.651748977,3.79203974,3.554055678,3.620272751,3.733061009,3.577552042,3.575715137,3.958928707,3.558546314,3.64279315,3.582633482,3.677062681,3.88506783,3.738936777,3.535006766,3.607387254,3.506983258,3.639783671,4.067068093,3.753412434,3.636293886,3.694791083,3.700729381
AT3G22940,-2.423555992,-2.42354968,-2.423619768,-2.42362029,-2.423732296,-2.423661513,-2.423750249,-2.423887348,-2.423619749,-2.423861819,-2.42389018,-2.423815638,-2.423601248,-2.42360503,-2.422442108,-2.423928259,-2.423862657,-2.423995991,-2.423612779,-2.423790995,-2.423555544,-2.423806723,-2.423869528,-2.423804133,-2.423777594,-2.423808429,-2.423764187,-2.423874878,-2.420066945,-2.423943611,-2.42398709,-2.423821186,-2.423914693,-2.423861686,-2.423838282,-2.423798422,-2.423881324,-2.423879417,-2.423890194,-2.423874744,-2.423887951,-2.423856276,-2.423837163,-2.423911851,-2.423839744,-2.423826336,-2.423769001,-2.423875521,-2.423807901,-2.423942334,-2.423851041,-2.423795233,-2.423884216,-2.42384065,-2.42389874,-2.423837314,-2.423819941
AT3G22942,6.763155049,6.692142972,7.00126922,6.781401212,6.648470265,6.389053076,6.47720994,6.411928815,6.473232559,6.469113445,6.449042604,6.266347894,7.020083051,7.258027465,7.363089645,6.358076445,6.447306655,6.162221072,6.606783167,6.5322376,6.952699353,6.635097086,6.464612849,6.189568452,6.549559289,6.435917878,6.526800575,6.041105343,6.720152632,6.126020274,6.24066483,6.347013849,6.167893563,6.053150981,6.327268536,6.386530176,6.175598411,6.262291441,6.511321009,6.222648159,6.301048089,6.281598394,6.207573275,6.441804714,6.475777747,6.437243034,6.273763686,6.291190568,6.281941636,6.114426969,6.254849863,6.403030222,6.471232714,6.136860597,6.288913956,6.302866318,6.39199795
AT3G22950,8.619305657,8.63118495,8.633777346,8.595255297,8.507228438,8.346225919,8.182055369,8.240419959,8.363525799,8.191664354,8.054035209,7.93172461,8.772194745,8.821576352,9.269816079,8.317137021,8.121359588,8.034210441,8.467558107,8.414315831,8.785212092,8.139086798,8.114299296,7.941182194,8.493349316,8.201478454,8.011942957,7.915945651,8.236623003,7.95577379,7.946205538,8.006348599,8.078681456,7.911193374,7.867961555,8.516030281,7.986484244,7.86058178,8.431948548,8.055402451,8.004420849,8.194521797,7.979262385,7.869053595,8.28261351,8.252259449,8.263809325,8.353435199,8.043866941,8.108050085,8.139151274,8.114875383,8.34339952,8.272151886,8.264845112,8.013994467,7.924534637
AT3G22960,12.83554874,12.80830153,12.7694329,12.56299759,12.61152884,12.43255335,12.48189396,12.28682876,12.5415369,12.26023643,12.29302659,12.12429398,12.74366007,12.71352694,12.38211362,12.04903683,12.24055874,12.11495815,12.82638037,12.51113063,12.59259123,12.25972503,12.23548427,12.20147239,12.20895684,12.14230545,12.2792645,12.07812413,11.35968325,12.10847069,12.10583055,12.14789987,12.07512206,11.98833467,12.04637092,12.14707773,12.06255585,12.06437358,12.09990398,12.09593595,12.02500536,11.93747362,12.1315353,12.0545343,12.1244928,12.07976835,12.01911831,12.04202,12.09454869,12.07469415,12.05491914,12.10525026,12.1115846,12.03804573,12.1926681,12.03287255,12.01574155
AT3G22961,1.826721508,1.864349111,1.822088002,1.787822895,1.828519352,1.787723563,1.933412673,1.827433583,1.943935995,1.808731568,1.82720957,1.945831942,1.787871504,1.85669428,1.837644024,1.815219838,1.93312395,1.86568394,1.871645876,1.835796663,1.787995661,1.787430499,1.787327268,1.799509091,1.926434711,1.787427523,1.826012213,1.885836373,2.030237683,1.805432499,1.820214775,1.799080233,1.852568346,1.787339474,1.787377041,1.823479916,1.787309255,1.807977555,1.846348309,1.808175311,1.787299319,1.850350043,1.852714294,1.861815351,1.787374644,1.83255607,1.813152976,1.848049578,1.787428443,1.823288004,1.830412265,1.79973856,1.919150077,1.852276903,1.816924956,1.831591394,1.854914449
AT3G22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G22970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G22980,8.583805704,8.559901699,8.584375941,8.431503516,8.421739174,8.24134992,8.398203265,8.073864381,8.512536353,8.341085942,8.216222626,8.097852243,9.184596023,9.213493313,9.541761329,8.131830857,8.032523732,8.076411882,8.742170388,8.497376913,8.913198433,7.98110458,8.191896909,8.022541812,8.20027585,8.042031149,8.302287591,7.890436828,8.218227495,7.86595139,7.80714721,7.971989379,7.959173864,7.930433405,7.955120024,8.346869356,7.900320145,7.952053302,8.253548266,8.134258458,7.96231465,8.067313641,7.920102369,7.96142196,7.958659519,8.163440049,8.212872127,8.054556999,7.767195229,8.00510622,7.839084547,8.116833984,8.203327841,7.954115832,8.2382206,8.012618237,7.967937158
AT3G22990,9.274736906,9.166293808,9.153027992,8.884019448,9.035560359,8.865510453,8.922427267,8.513922203,9.104854942,8.604166051,8.697415125,8.583920971,9.570121625,9.653060362,9.918285009,8.533616928,8.668942662,8.506197036,9.116706829,8.85765547,9.388030768,8.705069581,8.513342143,8.543181215,8.752379016,8.499510474,8.687916988,8.266613644,8.626020736,8.417583131,8.450207226,8.557019969,8.549814163,8.378283215,8.461022262,8.632287551,8.354643752,8.543662663,8.710116394,8.384286719,8.45782889,8.58436676,8.489391663,8.572413826,8.518801247,8.660808772,8.645087994,8.607925312,8.425001654,8.543434269,8.395027193,8.652472259,8.749503527,8.566304573,8.536128837,8.403327787,8.453322341
AT3G23000,10.65320883,10.68628542,10.54291746,10.70914809,10.55996199,10.17014842,12.54692641,10.85841329,12.58792174,10.5118374,10.45175294,10.3537246,13.53517811,13.74366175,13.77631998,10.76639445,10.33607597,10.53811379,12.90757026,12.49792794,13.12096982,10.59325829,10.4116406,10.22063284,10.39692875,10.53661369,10.44579653,10.23768828,10.34699397,10.26391017,10.38563746,10.23068732,10.40449588,10.45563198,10.50425146,10.60218465,10.23320302,10.491307,10.6911461,10.36859925,10.47868552,10.37465529,10.41673401,10.53406706,10.46639832,10.42238441,10.55302101,10.50339561,10.22308278,10.4948855,10.28918112,10.38983463,10.59289368,10.44926337,10.51896283,10.44135332,10.41859595
AT3G23010,4.826684379,4.807609565,4.990174444,5.063899432,5.101316691,4.619302511,5.475623381,5.454259802,5.71551972,5.033315336,4.900245479,4.898146604,5.063677208,4.881583845,4.836090804,5.520574489,5.372729877,5.045711257,5.1768861,5.667833343,5.266866254,4.801959963,4.942451918,4.916399932,5.276096702,5.091948463,5.044411952,4.737223005,5.486909393,4.61855539,4.831556913,4.667163363,4.896505955,4.673395933,4.749401628,5.562251314,4.863284527,4.735759205,5.517514751,5.164023893,4.88097868,5.601693137,4.85139334,4.837699506,5.020957062,5.46041735,6.010819272,5.606400707,4.970709132,4.952755282,4.771169951,4.820419778,5.674615104,5.58113891,5.090151987,4.722149112,4.698001938
AT3G23020,6.906750764,6.95092419,7.021465349,6.616909907,6.720315207,6.520180283,6.850010191,6.614166416,6.684907462,6.705339802,6.771294424,6.483393634,7.050331187,7.232435702,7.031174552,6.369891641,6.263840276,6.50538956,6.362108826,6.403943384,6.646295561,6.51100603,6.466861594,6.21945982,5.866664219,6.292573021,6.216379707,6.18582685,6.685988755,6.37072954,6.406857947,6.367472319,6.163500818,6.129699714,6.197214147,6.171991011,6.279418187,6.194231704,6.195692036,6.310448916,6.158748293,6.19886837,6.198408913,6.191448212,6.276879875,6.143125727,6.014408836,6.14418399,6.332952799,6.353091616,6.022406758,6.151236506,6.239878981,6.23618773,6.085702931,6.147119354,6.172666262
AT3G23030,8.836143541,8.668759631,8.665967611,8.504739079,8.878582857,8.809060618,9.301346959,8.721540722,9.426463779,8.543563407,8.801656625,8.348761366,10.61086691,10.75768553,11.07951187,8.684432981,8.798947688,8.438352487,9.864078357,9.479473186,10.2885435,9.003321737,9.237473469,9.445145781,8.255683499,8.464459811,8.448334724,8.545936685,8.739743064,8.513847981,8.458285467,8.600705539,8.65593449,8.329118567,8.583463008,8.851518182,8.517552468,8.638035969,8.668006964,8.506882457,8.488657344,8.727416072,8.421513167,8.569533377,8.694704516,8.348455634,8.582318274,8.600122554,8.371067458,8.528905077,8.628771118,8.64322154,8.713995255,8.841575212,8.677753623,8.697438809,8.732555718
AT3G23040,-2.372952954,-2.372947958,-2.373003429,-2.373003842,-2.373092488,-2.373036468,-2.373106697,-2.371652309,-2.373003414,-2.373194997,-2.373217443,-2.373158448,-2.372988771,-2.372991765,-2.372852829,-2.373247581,-2.373195661,-2.373301187,-2.372997897,-2.373138945,-2.372952599,-2.373151392,-2.373201099,-2.373149342,-2.373128338,-2.373152743,-2.373117728,-2.373205333,-2.370191585,-2.373259731,-2.373294142,-2.373162839,-2.373236844,-2.373194892,-2.373176369,-2.373144823,-2.373210435,-2.373208926,-2.373217454,-2.373205227,-2.373215679,-2.373190611,-2.373175484,-2.373234595,-2.373177526,-2.373166915,-2.373121537,-2.373205842,-2.373152325,-2.37325872,-2.373186467,-2.373142298,-2.373212724,-2.373178244,-2.373224218,-2.373175603,-2.373161854
AT3G23050,10.61379577,10.59056254,10.53488886,10.77640412,10.66701256,10.51267236,10.622075,10.77754708,10.66116186,10.78575475,10.93318395,10.71123929,11.16932792,11.18776235,11.44149543,10.60093142,10.98681305,10.64770275,10.56730002,10.5128126,10.68658282,11.34415434,11.47919945,11.53787402,10.60107137,10.62564308,10.59328185,10.69111278,10.32805028,10.6669517,10.74805943,10.91559339,10.85566965,10.65386995,10.91207399,10.85833169,10.68006112,10.8470779,10.76689286,10.7828659,10.82667706,10.87446356,10.73902566,10.7523163,10.81090953,10.80245845,10.92476914,10.72186085,10.56497432,10.83074234,10.81548285,10.81950317,11.00448623,10.81264226,10.86108764,10.86023413,10.75330501
AT3G23060,-1.661267032,-1.66122313,-1.661710595,-1.661714223,-1.662493216,-1.662000929,-1.662618082,-1.663571597,-1.661710462,-1.663394044,-1.649857006,-1.663072861,-1.661581785,-1.661608093,-1.66038716,-1.622653275,-1.64966559,-1.664029204,-1.661661983,-1.662901468,-1.647529629,-1.663010855,-1.66344766,-1.662992841,-1.662808264,-1.663022724,-1.662715018,-1.663484869,-1.637000864,-1.663962903,-1.664028489,-1.663111444,-1.663761783,-1.663393122,-1.663230346,-1.662953124,-1.663529705,-1.663516442,-1.663591391,-1.663483942,-1.663575789,-1.663355496,-1.663222565,-1.663742015,-1.649506228,-1.663147266,-1.662748498,-1.64975506,-1.66301905,-1.663954024,-1.663319082,-1.662930941,-1.663549818,-1.663246819,-1.663650827,-1.663223617,-1.663102789
AT3G23070,10.99523462,10.95073305,10.88204866,10.76638064,10.78553585,10.55497064,9.934387528,10.13143378,9.844489892,10.08529455,10.12179826,9.978368669,10.01283658,9.939584025,10.0402616,9.648369661,9.935342875,9.806821019,10.09948593,9.786058007,9.767968892,10.10027347,10.0414921,9.732367859,10.03677081,10.04851508,10.03915841,9.868824441,9.684091504,9.854311235,9.857439926,9.877665386,9.798392716,9.778032447,9.912975726,9.925597296,9.949667801,9.93157849,9.731050516,9.793841048,9.808507547,9.776942373,9.889573418,9.940125705,9.913387306,9.946518391,9.768762734,9.763025576,9.973925078,9.91035399,9.90470246,9.969525249,9.780093781,9.873832119,9.956800395,9.882319922,9.84247835
AT3G23080,10.01595568,10.21718747,9.917673089,10.55281527,10.42836079,10.4897176,10.61321823,10.39087814,10.76692406,10.65336703,10.57741639,10.48192622,10.63025112,10.37159975,10.64927995,10.53544776,10.69310172,10.55591239,10.46531866,10.45488422,10.13362681,10.29551863,10.23156237,10.39792697,10.35311209,10.36055467,10.59176224,10.57369529,10.06562254,10.62314668,10.44831401,10.43116336,10.51535581,10.4824517,10.46872105,10.43179774,10.49018663,10.47541824,10.27019544,10.52942186,10.53953786,10.50768882,10.64018373,10.5189224,10.61883748,10.61911253,10.38369235,10.31187541,10.53198587,10.56903553,10.49863584,10.55903984,10.47692668,10.49714408,10.56323104,10.47645557,10.66204777
AT3G23090,7.225395855,7.167752715,7.094670017,7.426957787,7.226328938,7.365404333,7.186641005,7.005430518,7.335149175,6.841552548,6.808840727,6.898849329,7.229414217,6.817700521,6.716410293,6.854323183,6.651875322,6.757654438,7.369063321,7.415568445,6.971563609,6.689879979,6.752513655,6.853405421,7.112275514,6.99792949,6.597446397,7.034615743,7.166267047,6.650621712,6.953092405,6.957386436,6.767798204,6.905965157,7.263212433,6.907430991,7.055012465,6.877454032,6.716182355,6.914242131,6.969797139,6.917809166,6.966322255,6.724015086,6.821702181,6.985913893,6.677451942,6.813956213,6.980564145,6.902234073,6.888788358,7.131521487,6.807295815,6.773774913,6.938929492,6.883931072,6.994949116
AT3G23100,7.810277658,7.897771246,7.807805156,7.792404258,7.715694798,7.615922304,7.557944894,7.675321271,7.807835899,7.578757958,7.363336623,7.24207875,7.646589959,7.790736396,7.631997702,7.504971913,7.577422635,7.260607763,7.556794724,7.53002218,7.773289309,7.381299579,7.471379177,7.319296112,7.661966805,7.440673043,7.579613653,7.139927122,7.601546345,7.137593215,7.481517425,7.428555046,7.278758614,7.272838157,7.298542535,7.357102574,7.397105024,7.155064616,7.603536341,7.365537929,7.335316867,7.353302165,7.263242817,7.272213523,7.39290317,7.629582443,7.532023348,7.490596799,7.305294197,7.101449333,7.264060893,7.512635702,7.540284162,7.249954068,7.60054624,7.295900185,7.321189763
AT3G23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G23120,6.273017349,5.546807824,6.070306527,6.199067307,5.873781632,5.610223073,7.213389323,7.368823255,7.998409427,6.379141945,6.191796522,6.24385035,6.109349208,6.38175202,5.501480175,7.487979625,6.824654825,5.975795424,7.001996054,7.924775407,7.334284111,5.306331277,5.358255346,5.307866186,8.320650627,6.946014337,6.68430124,5.395145644,6.754775386,5.188627535,6.389409012,5.870345385,6.166645761,5.516853006,5.571758977,7.933152578,5.566941164,5.817661903,7.955357771,6.500476406,6.058781648,7.986134371,5.701221223,6.010455719,6.353988434,7.258407444,8.523737236,7.494404935,6.546524959,5.702953043,5.771910132,5.409148346,8.293714351,7.906090728,6.346039715,5.421994671,5.475731306
AT3G23125,-1.500142081,-1.468688701,-1.479893524,-1.500823382,-1.502010186,-1.43848719,-1.50220042,-1.503653111,-1.500817651,-1.503382607,-1.503683116,-1.502893281,-1.500621611,-1.500661691,-1.498801587,-1.493958063,-1.503391491,-1.503774705,-1.500743794,-1.502632162,-1.500137333,-1.502798814,-1.493002126,-1.50277137,-1.502490164,-1.502816897,-1.502348103,-1.50352098,-1.463172317,-1.503767395,-1.503773515,-1.502952063,-1.503763024,-1.503381203,-1.503133211,-1.50271086,-1.503589287,-1.503569082,-1.503683267,-1.503519567,-1.503659498,-1.503323878,-1.503121357,-1.50376258,-1.503148702,-1.503006638,-1.502399111,-1.5035278,-1.5028113,-1.503767207,-1.440495411,-1.502677064,-1.50361993,-1.503158308,-1.503760123,-1.503122959,-1.502938876
AT3G23130,-2.372947164,-2.3717654,-2.373023012,-2.373023632,-2.373156837,-2.373072658,-2.373178188,-2.373341236,-2.373022989,-2.373310875,-2.373344604,-2.373255954,-2.373000986,-2.373005484,-2.372796709,-2.373389891,-2.373311872,-2.373470443,-2.373014699,-2.373226647,-2.372946631,-2.373245351,-2.373320043,-2.373242271,-2.373210709,-2.373247381,-2.373194764,-2.373326406,-2.368797736,-2.373408148,-2.373459856,-2.373262552,-2.373373757,-2.373310718,-2.373282883,-2.373235479,-2.373334073,-2.373331805,-2.373344621,-2.372151991,-2.373341953,-2.373304284,-2.373281553,-2.373370377,-2.373284622,-2.373268677,-2.373200489,-2.373327171,-2.373246753,-2.37340663,-2.373298057,-2.373231686,-2.373337512,-2.3732857,-2.373354784,-2.373281733,-2.373261072
AT3G23140,-2.423550086,-2.423545729,-2.423594108,-2.423594468,-2.42367178,-2.423622922,-2.423684172,-2.423778805,-2.423594094,-2.423761183,-2.423780759,-2.423729307,-2.423581324,-2.423583935,-2.423462762,-2.423807044,-2.423761762,-2.423853796,-2.422907747,-2.423712297,-2.423549776,-2.423723153,-2.423766504,-2.423721365,-2.423703047,-2.423724331,-2.423693793,-2.423770197,-2.421141766,-2.42381764,-2.423847652,-2.423733136,-2.42379768,-2.423761092,-2.423744937,-2.423717424,-2.423774647,-2.423773331,-2.423780769,-2.423770105,-2.423779221,-2.423757357,-2.423744165,-2.423795718,-2.423745946,-2.423736691,-2.423697115,-2.423770641,-2.423723967,-2.423816759,-2.423753744,-2.423715222,-2.423776643,-2.423746572,-2.423786668,-2.423744269,-2.423732277
AT3G23145,-2.372932175,-2.372923335,-2.373021492,-2.373022223,-2.373179083,-2.373079955,-2.373204226,-2.373396228,-2.373021465,-2.373360476,-2.373400194,-2.373295802,-2.372995555,-2.37023528,-2.372755002,-2.373453523,-2.37336165,-2.37354838,-2.373011704,-2.373261289,-2.372931548,-2.373283316,-2.373371272,-2.373279689,-2.373242522,-2.373285706,-2.373223745,-2.373378765,-2.368045876,-2.373475023,-2.373535914,-2.373303571,-2.373434525,-2.37336029,-2.373327513,-2.373271691,-2.373387793,-2.373385122,-2.373400214,-2.373378578,-2.373397073,-2.373352714,-2.373325946,-2.373430544,-2.373329561,-2.373310784,-2.373230487,-2.373379666,-2.373284966,-2.373473235,-2.373345381,-2.373267224,-2.373391843,-2.37333083,-2.373412182,-2.373326158,-2.373301828
AT3G23150,7.196364892,7.247974278,6.785270165,7.257205415,7.39068409,6.922056428,7.127193765,7.6716053,7.082964894,7.141573016,7.45086782,7.054537556,7.019054343,6.981869543,6.918036741,7.115747064,7.708684161,7.082102612,7.225910056,7.388535605,6.971555489,7.888775652,8.221120568,7.619377277,7.167114088,7.331637397,7.127706016,7.212329514,7.409082443,7.104690451,7.111399354,7.398094724,7.097388675,7.137645413,7.540257439,7.098535323,7.149373804,7.630695093,7.144277139,7.193733215,7.362351779,6.978639468,7.210289259,7.32227357,7.054447386,7.133046226,7.279254316,7.009319419,7.137061321,7.337659042,7.123598381,7.432112948,7.446077923,7.000000481,7.329994816,7.479464519,6.992723992
AT3G23160,7.396624882,7.076143754,7.011916418,7.011163689,7.217602678,6.970041378,6.900951399,6.718042012,6.915788657,6.566071449,6.849568049,6.894448628,7.369329279,7.500839879,7.411381574,6.81056043,6.739983285,6.914288431,7.210586804,6.834719536,7.273371937,6.883158989,6.877824226,6.684135855,6.717768061,6.702181519,6.645321475,6.80018712,7.081612121,6.840896972,6.65583529,6.763133948,6.782760945,6.641341348,6.629994957,6.814293696,6.827281873,6.761765638,6.975177685,6.866412321,6.558955289,6.874490499,6.619498668,6.705830103,6.690770798,6.846753074,6.837864326,6.646150312,6.685323098,6.518375174,6.49636762,6.707246443,6.983735635,6.917878517,6.812556931,6.720985771,6.911420306
