gene_id,cold,cold_high_light,drought,heat,heat_drought,heat_drought_high_light,heat_high_light,high_humidity,high_light
AT5G20930,recovered,recovered,recovered,,recovered,recovered,,,
AT5G20935,recovered,recovered,,,,recovered,,,
AT5G20940,,,recovered,,recovered,,,,
AT5G20950,recovered,recovered,,,,,,,
AT5G20960,recovered,recovered,persistent_same_direction,,recovered,,,,
AT5G20980,recovered,recovered,,,,,,,
AT5G20990,recovered,recovered,,,recovered,,,,
AT5G21010,recovered,recovered,recovered,,recovered,,,,
AT5G21020,recovered,,recovered,,recovered,recovered,,,
AT5G21030,,,,,recovered,,,,
AT5G21040,recovered,recovered,recovered,,recovered,recovered,,,
AT5G21050,,,,,,,,,
AT5G21060,recovered,recovered,,,,,,,
AT5G21070,,,recovered,,recovered,recovered,,,
AT5G21080,,,,,,,,,
AT5G21090,,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT5G21100,,,recovered,,recovered,recovered,,,
AT5G21105,,recovered,recovered,,recovered,recovered,,recovered,
AT5G21110,,,,,,,,,
AT5G21120,,,,,,,,,
AT5G21130,,,,,,,,,
AT5G21140,,recovered,,,,,,,
AT5G21150,,,,,,,,,
AT5G21160,recovered,recovered,,,,,,,
AT5G21170,,recovered,,,recovered,,,recovered,
AT5G21222,recovered,recovered,recovered,,,,,,
AT5G21274,,recovered,recovered,,recovered,recovered,,,
AT5G21280,,,,,,,,,
AT5G21326,recovered,recovered,recovered,,recovered,,,,
AT5G21430,recovered,recovered,,,recovered,,,,
AT5G21482,recovered,recovered,recovered,,,recovered,,,
AT5G21900,,,,,,recovered,,,
AT5G21910,,,,,,,,,
AT5G21920,recovered,recovered,recovered,,recovered,,,,
AT5G21930,,,recovered,,recovered,,,recovered,
AT5G21940,,,,,recovered,,recovered,recovered,
AT5G21950,,,,,recovered,,,,
AT5G21960,,,,,,,,,
AT5G21970,recovered,recovered,recovered,,recovered,recovered,,,
AT5G21990,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22000,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22010,recovered,recovered,recovered,,recovered,,,,
AT5G22020,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22030,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22040,,recovered,recovered,,recovered,,,,
AT5G22050,,,,,recovered,,,,
AT5G22060,recovered,recovered,persistent_same_direction,,recovered,,,,persistent_same_direction
AT5G22070,recovered,recovered,recovered,,recovered,,,,
AT5G22080,,recovered,recovered,,recovered,recovered,,,
AT5G22090,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT5G22100,recovered,recovered,,,,,,,
AT5G22110,recovered,recovered,recovered,,,,,,
AT5G22120,recovered,recovered,recovered,,recovered,,,,
AT5G22130,recovered,recovered,,,recovered,,,,
AT5G22140,recovered,,,,recovered,,,,
AT5G22150,,,,,,,,,
AT5G22170,,,,,,,,,
AT5G22200,,,,,,,,,
AT5G22210,,recovered,recovered,,recovered,recovered,,,
AT5G22220,,recovered,recovered,,recovered,recovered,,,
AT5G22240,,,,,,,,,
AT5G22250,,,persistent_same_direction,,recovered,recovered,,,
AT5G22270,,,recovered,,recovered,recovered,,,
AT5G22280,,recovered,recovered,,recovered,,,,
AT5G22290,,recovered,recovered,,recovered,recovered,,,
AT5G22300,,recovered,persistent_same_direction,,,recovered,,,persistent_same_direction
AT5G22310,recovered,,,,recovered,,,,
AT5G22315,,,,,,,,,
AT5G22320,recovered,recovered,,,recovered,,,,
AT5G22330,recovered,recovered,,,recovered,,,,
AT5G22340,recovered,recovered,,,,,,,
AT5G22350,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT5G22355,,,,,,,,,
AT5G22360,,recovered,recovered,,recovered,recovered,,,
AT5G22370,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22380,,recovered,persistent_same_direction,,recovered,,,,persistent_same_direction
AT5G22390,,,recovered,,,recovered,,,
AT5G22400,,,recovered,,recovered,,,,
AT5G22410,,,,,,,,,
AT5G22420,,,,,,,,,
AT5G22430,,,,,,,,,
AT5G22440,recovered,recovered,recovered,,recovered,,,,
AT5G22450,,recovered,recovered,,recovered,recovered,,,
AT5G22460,,,recovered,,recovered,recovered,,,
AT5G22470,,,persistent_same_direction,,recovered,recovered,,,
AT5G22480,recovered,recovered,,,recovered,,,,
AT5G22490,,,,,,,,,
AT5G22500,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22510,,,recovered,,recovered,recovered,,,
AT5G22520,,,,,persistent_same_direction,,,,persistent_same_direction
AT5G22530,,,,,,,,,
AT5G22540,,,recovered,,recovered,,,,
AT5G22545,,,recovered,,recovered,,,,
AT5G22550,,,,,,,,,
AT5G22555,,,,,,,,,
AT5G22560,,,,,,,,,
AT5G22570,,,,,,,,,persistent_same_direction
AT5G22580,recovered,persistent_same_direction,recovered,,recovered,recovered,,,
AT5G22600,,,,,,,,,
AT5G22608,,,recovered,,recovered,recovered,,,
AT5G22610,,,,,,,,,
AT5G22620,,,recovered,,,recovered,,,
AT5G22630,,,recovered,,recovered,recovered,,,
AT5G22640,recovered,recovered,recovered,,recovered,,,,
AT5G22650,recovered,recovered,,,,,,,
AT5G22660,,,,,,,,,
AT5G22680,,,,,,,,,
AT5G22690,,,recovered,,recovered,recovered,,,
AT5G22700,,,recovered,,recovered,recovered,,,
AT5G22720,,,recovered,,recovered,recovered,,,
AT5G22730,,recovered,recovered,,recovered,recovered,,,
AT5G22740,recovered,recovered,recovered,,,recovered,,,
AT5G22750,recovered,recovered,,,,,,,
AT5G22760,,recovered,recovered,,recovered,recovered,,,
AT5G22770,recovered,recovered,recovered,,recovered,,,,
AT5G22780,recovered,recovered,,,recovered,,,,
AT5G22788,,,,,,,,,
AT5G22790,recovered,recovered,recovered,,recovered,recovered,,,
AT5G22791,,,,,,,,,
AT5G22794,recovered,,,,,recovered,,,
AT5G22800,,recovered,,,,,,,
AT5G22810,,,recovered,,recovered,,,,
AT5G22820,,recovered,recovered,,recovered,recovered,,,
AT5G22830,,recovered,recovered,,recovered,recovered,,,
AT5G22840,recovered,recovered,,,recovered,,,,
AT5G22850,,,recovered,,recovered,recovered,,,
AT5G22860,,recovered,persistent_same_direction,,recovered,recovered,,,
AT5G22870,,,,,,,,,
AT5G22875,,,recovered,,recovered,,,,
AT5G22880,recovered,recovered,recovered,,recovered,recovered,,recovered,
AT5G22890,,,,,recovered,,,,
AT5G22900,,,,,,,,,
AT5G22910,,,,,,,,,
AT5G22920,recovered,recovered,persistent_same_direction,,,recovered,,recovered,recovered
AT5G22930,,,,,recovered,,,,
AT5G22940,,,recovered,,recovered,recovered,,,
AT5G22950,,recovered,recovered,,recovered,,,,
AT5G22960,,,,,,,,,
AT5G22990,,,,,,,,,
AT5G23000,,,,,,,,,
AT5G23010,,substantial_reversal,recovered,,,recovered,recovered,recovered,
AT5G23020,substantial_reversal,substantial_reversal,,recovered,recovered,recovered,recovered,,recovered
AT5G23027,,,,,,,,,
AT5G23030,,,,,,,,,
AT5G23035,,,,,,,,,
AT5G23040,recovered,recovered,,,recovered,,,,
AT5G23050,,recovered,recovered,recovered,recovered,recovered,,recovered,recovered
AT5G23060,recovered,substantial_reversal,recovered,,recovered,,,,recovered
AT5G23065,,,,,,,,,
AT5G23070,recovered,recovered,,,recovered,,,,
AT5G23080,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23090,,,recovered,,recovered,,,,
AT5G23100,,,,,recovered,,,,
AT5G23110,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23120,recovered,recovered,,,,,,,
AT5G23130,,,,,recovered,,,,
AT5G23140,recovered,recovered,recovered,,recovered,,,,
AT5G23150,,recovered,recovered,,recovered,recovered,,,
AT5G23155,,,,,recovered,,,,
AT5G23160,,,,,,,,,
AT5G23170,,,,,,,,,
AT5G23190,,,recovered,,recovered,,,,
AT5G23200,recovered,recovered,,,recovered,recovered,,,
AT5G23210,recovered,recovered,recovered,,recovered,,,recovered,
AT5G23220,,,,,,,,,
AT5G23230,,,recovered,,recovered,recovered,,,
AT5G23240,persistent_same_direction,persistent_same_direction,substantial_reversal,recovered,recovered,recovered,recovered,recovered,recovered
AT5G23250,recovered,recovered,,,,,,,
AT5G23260,,,,,,,,,
AT5G23270,,,,,,,,,
AT5G23280,,,,,,,,,
AT5G23290,recovered,recovered,,,,,,,
AT5G23300,recovered,recovered,,,,,,,
AT5G23310,recovered,recovered,,,,,,,
AT5G23320,,,,,,,,,
AT5G23330,recovered,recovered,recovered,,recovered,,,,
AT5G23340,,,recovered,,recovered,recovered,,,
AT5G23350,,,,,,,,,
AT5G23360,,,,,,,,recovered,
AT5G23370,,,,,,,,,
AT5G23380,,recovered,recovered,,recovered,recovered,,,
AT5G23390,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23395,recovered,recovered,,,recovered,,,,
AT5G23400,recovered,recovered,recovered,,recovered,,,,
AT5G23405,recovered,recovered,recovered,,recovered,,,,
AT5G23410,,,recovered,,recovered,recovered,,,
AT5G23420,recovered,recovered,recovered,,recovered,,,,
AT5G23430,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23440,,recovered,recovered,,recovered,recovered,,,
AT5G23450,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23460,,,recovered,,recovered,recovered,,,
AT5G23480,recovered,recovered,,,recovered,,,,
AT5G23490,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23510,,,,,,,,recovered,recovered
AT5G23520,recovered,recovered,recovered,,recovered,,,,
AT5G23530,recovered,recovered,recovered,,recovered,,,,
AT5G23535,recovered,recovered,,,recovered,,,,
AT5G23540,recovered,recovered,recovered,,recovered,,,,
AT5G23550,,recovered,,,recovered,,,,
AT5G23570,,,recovered,,recovered,recovered,,,
AT5G23575,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,recovered
AT5G23580,,,,,,,,,
AT5G23590,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23600,,,,,,,,,
AT5G23610,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23630,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23660,recovered,recovered,persistent_same_direction,recovered,recovered,recovered,,,persistent_same_direction
AT5G23670,,,recovered,,recovered,,,,
AT5G23680,,,recovered,,recovered,recovered,,,
AT5G23690,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23700,,,,,,,,,
AT5G23710,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23720,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23730,,recovered,recovered,,recovered,recovered,,,
AT5G23740,recovered,recovered,recovered,,recovered,,,,
AT5G23750,,,recovered,,recovered,recovered,,,
AT5G23760,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT5G23770,,,,,,,,,
AT5G23780,,,,,,,,,
AT5G23790,,,,,,,,,
AT5G23800,,,,,,,,,
AT5G23810,,,,,,,,,
AT5G23820,,,recovered,,recovered,,,,
AT5G23830,,,,,,,,,
AT5G23840,,,,,,,,,
AT5G23850,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23860,recovered,,recovered,,recovered,,,recovered,
AT5G23870,recovered,recovered,,,,,,,
AT5G23880,recovered,recovered,,,,,,,
AT5G23890,recovered,recovered,recovered,,recovered,recovered,,,
AT5G23900,recovered,recovered,,,,,,,
AT5G23903,,,,,,,,,
AT5G23908,,,,,,,,,
AT5G23910,,recovered,recovered,,recovered,,,,
AT5G23920,,recovered,,,,recovered,,,
AT5G23930,,recovered,,,,,,,
AT5G23940,,,,,recovered,recovered,,,
AT5G23950,,,recovered,,recovered,recovered,,,
AT5G23960,,,,,,,,,
AT5G23970,,,,,,,,,
AT5G23980,,,,,recovered,,,recovered,
AT5G23989,,,,,,,,,
AT5G23990,,,,,,,,,
AT5G24000,,recovered,,,,,,,
AT5G24010,,,recovered,,recovered,recovered,,,
AT5G24020,recovered,recovered,,,,,,,
AT5G24030,,recovered,recovered,,recovered,recovered,,,recovered
AT5G24040,,,,,,,,,
AT5G24050,,,,,,,,,
AT5G24060,recovered,recovered,,,recovered,recovered,recovered,,
AT5G24070,,,,,,,,,
AT5G24080,,,recovered,,recovered,recovered,,,
AT5G24090,,,recovered,,recovered,,,,
AT5G24100,,,,,,,,,
AT5G24105,recovered,recovered,recovered,,recovered,,,,
AT5G24110,,recovered,,,recovered,,,,recovered
AT5G24120,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24130,,,,,,,,,
AT5G24140,,,,,,,,,
AT5G24150,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,recovered
AT5G24155,,,recovered,recovered,recovered,recovered,recovered,,
AT5G24160,recovered,,,recovered,,recovered,recovered,,
AT5G24165,recovered,recovered,,,recovered,,,,
AT5G24170,,,,,recovered,,,,
AT5G24180,,,,,,,,,
AT5G24190,,,,,,,,,
AT5G24200,recovered,recovered,persistent_same_direction,,,,,,persistent_same_direction
AT5G24205,,,,,,,,,
AT5G24206,,,,,,,,,
AT5G24210,,,,,persistent_same_direction,,,recovered,persistent_same_direction
AT5G24220,,,,,,,,,
AT5G24230,,,,,,,,,
AT5G24240,,,,,,,,,
AT5G24250,,,,,,,,,
AT5G24260,recovered,recovered,,,recovered,,,,
AT5G24270,,,,,,,,recovered,
AT5G24280,,,recovered,recovered,,recovered,,,persistent_same_direction
AT5G24290,,,,,,,,,
AT5G24300,recovered,recovered,,,,,,,
AT5G24310,,recovered,,,,,,,
AT5G24313,,,,,,,,,
AT5G24314,recovered,recovered,,,recovered,,,,
AT5G24316,,,,,,,,,
AT5G24318,,,recovered,,recovered,,,,
AT5G24320,,recovered,recovered,,recovered,recovered,,,
AT5G24330,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24340,recovered,recovered,recovered,,recovered,,,,
AT5G24350,,recovered,recovered,,recovered,recovered,,,
AT5G24352,,recovered,recovered,,recovered,,,,
AT5G24355,,,,,,,,,
AT5G24360,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24370,,,,,,,,,
AT5G24380,recovered,,persistent_same_direction,persistent_same_direction,persistent_same_direction,recovered,,,recovered
AT5G24390,,,,,,,,,
AT5G24400,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24410,,,,,,,,,
AT5G24420,,recovered,recovered,,recovered,,,,
AT5G24430,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24440,,,,,,,,,
AT5G24450,,recovered,recovered,,recovered,recovered,,,
AT5G24460,recovered,recovered,recovered,,recovered,recovered,recovered,,recovered
AT5G24470,persistent_same_direction,persistent_same_direction,recovered,recovered,recovered,recovered,recovered,,recovered
AT5G24480,,,,,,,,,
AT5G24490,,recovered,,,,,,recovered,
AT5G24500,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24510,,,,,,,,,
AT5G24520,,recovered,recovered,,recovered,,,,
AT5G24530,persistent_same_direction,recovered,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,persistent_same_direction,,persistent_same_direction
AT5G24540,,,,,,,,,
AT5G24550,,,,,,,,,
AT5G24560,,,,,,,,,
AT5G24570,recovered,recovered,recovered,,,,,,
AT5G24580,,,,,,,,recovered,
AT5G24590,,recovered,recovered,,recovered,recovered,,,
AT5G24600,,,recovered,,recovered,,,,
AT5G24610,,,recovered,,recovered,recovered,,,
AT5G24620,,,recovered,,recovered,recovered,,,
AT5G24630,recovered,recovered,,,,,,,
AT5G24640,,,,,,,,,
AT5G24650,recovered,recovered,recovered,,recovered,,,,
AT5G24655,,,,,,,,,
AT5G24660,recovered,recovered,,,recovered,,,,recovered
AT5G24670,,recovered,recovered,,recovered,recovered,,,
AT5G24680,,,recovered,,recovered,,,,
AT5G24690,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24710,recovered,recovered,recovered,,recovered,,,,
AT5G24735,,,recovered,,recovered,recovered,,,
AT5G24740,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24750,,,recovered,,recovered,recovered,,,
AT5G24760,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24770,recovered,substantial_reversal,persistent_same_direction,persistent_same_direction,recovered,recovered,persistent_same_direction,substantial_reversal,
AT5G24780,,,persistent_same_direction,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,recovered
AT5G24790,,,,,,,,,
AT5G24800,,,recovered,,recovered,recovered,,recovered,
AT5G24810,,recovered,persistent_same_direction,,persistent_same_direction,recovered,,,persistent_same_direction
AT5G24820,,,,,,,,,
AT5G24830,,recovered,recovered,,recovered,recovered,,,
AT5G24840,recovered,recovered,,,,,,,
AT5G24850,recovered,recovered,,recovered,,,,,recovered
AT5G24860,,,,,recovered,,,,
AT5G24870,,recovered,persistent_same_direction,,recovered,recovered,,,
AT5G24880,,,,,recovered,,,,
AT5G24890,,,recovered,,recovered,,,,
AT5G24900,,,,,,,,,
AT5G24910,,,,,,,,,
AT5G24920,,,,,,,,,
AT5G24930,,,recovered,,recovered,recovered,,,
AT5G24940,,,,,,,,,
AT5G24950,,,recovered,,recovered,,,,
AT5G24960,,,,,,,,,
AT5G24970,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24980,recovered,recovered,recovered,,recovered,recovered,,,
AT5G24990,,recovered,recovered,,recovered,recovered,,,
AT5G25000,,,,,,,,,
AT5G25010,,,,,,,,,
AT5G25020,,,,,,,,,
AT5G25030,,,,,,,,,
AT5G25040,,recovered,recovered,recovered,recovered,recovered,,,
AT5G25050,,recovered,,,recovered,,,,
AT5G25060,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25070,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25080,recovered,recovered,,,recovered,,,,
AT5G25090,recovered,recovered,recovered,,recovered,,recovered,,
AT5G25100,recovered,recovered,,,recovered,,,,
AT5G25110,recovered,persistent_same_direction,recovered,,recovered,substantial_reversal,,recovered,
AT5G25120,,recovered,recovered,recovered,recovered,recovered,,recovered,
AT5G25130,,recovered,,recovered,recovered,recovered,recovered,,
AT5G25140,,,recovered,,,,,,
AT5G25150,recovered,recovered,recovered,,recovered,,,,
AT5G25160,,,,,,,,,
AT5G25170,recovered,recovered,,,recovered,,,,
AT5G25180,,,,,,,,,
AT5G25190,,,recovered,,recovered,recovered,,recovered,
AT5G25200,,,,,,,,,
AT5G25210,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25220,,recovered,recovered,,recovered,recovered,,,
AT5G25230,,,,,,,,,
AT5G25240,,,recovered,,recovered,recovered,,,
AT5G25250,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT5G25260,,,persistent_same_direction,recovered,persistent_same_direction,,,,persistent_same_direction
AT5G25265,recovered,recovered,recovered,,recovered,,,recovered,
AT5G25270,,recovered,recovered,,recovered,recovered,,,
AT5G25280,recovered,recovered,recovered,,recovered,recovered,,recovered,
AT5G25290,,,,,,,,,
AT5G25300,,,,,,,,,
AT5G25310,,,,,,,,,
AT5G25320,,,,,,,,,
AT5G25330,,,,,,,,,
AT5G25340,,,,,,,,,
AT5G25350,,,recovered,,recovered,,,,
AT5G25360,recovered,recovered,recovered,,recovered,,,,
AT5G25370,,,,,,,,,
AT5G25380,,,,,,,,,
AT5G25390,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25400,,,,,,,,,
AT5G25410,,,,,,,,,
AT5G25415,,,,,,,,,
AT5G25420,,,,,,,,,
AT5G25425,,,,,,,,,
AT5G25430,,,,,,,,,
AT5G25440,,,persistent_same_direction,recovered,,persistent_same_direction,,recovered,persistent_same_direction
AT5G25450,,,recovered,recovered,recovered,recovered,,,
AT5G25460,recovered,persistent_same_direction,recovered,,recovered,recovered,,recovered,recovered
AT5G25470,,,recovered,,,,,,
AT5G25475,,recovered,recovered,,recovered,recovered,,,
AT5G25480,,recovered,,,recovered,,,,
AT5G25490,,,,,,,,,
AT5G25500,recovered,recovered,,,,,,,
AT5G25510,,recovered,recovered,,recovered,,,,
AT5G25520,,recovered,recovered,,recovered,recovered,,,
AT5G25530,,,,,,,,,
AT5G25540,,,recovered,,recovered,recovered,,,
AT5G25550,,,,,,,,,
AT5G25560,,,recovered,recovered,recovered,recovered,,,
AT5G25570,recovered,recovered,recovered,,recovered,,,,
AT5G25580,,recovered,,,,,,,
AT5G25585,,,,,,,,,
AT5G25590,recovered,recovered,,,recovered,,,,
AT5G25600,,,,,,,,,
AT5G25610,recovered,,recovered,,recovered,recovered,,recovered,
AT5G25620,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25630,,recovered,recovered,,recovered,recovered,,,
AT5G25640,,,,,,,,,
AT5G25750,,,,,,,,,
AT5G25752,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25754,recovered,recovered,recovered,,recovered,,,,
AT5G25757,recovered,recovered,,,,,,,
AT5G25760,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25770,,,recovered,,recovered,recovered,,,
AT5G25780,recovered,recovered,recovered,,recovered,,,,
AT5G25790,,,recovered,,recovered,recovered,,,
AT5G25800,recovered,recovered,,,recovered,,,,
AT5G25810,,,,,,,,,
AT5G25820,,,persistent_same_direction,,recovered,,,,
AT5G25830,,,,,,,,,
AT5G25840,,,,,,,,,
AT5G25880,,,,,,,,,
AT5G25890,recovered,recovered,recovered,,recovered,recovered,,,
AT5G25900,,,recovered,,recovered,,,,
AT5G25910,,,,,recovered,,,,
AT5G25920,,,,,,,,,
AT5G25930,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,recovered,persistent_same_direction
AT5G25940,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT5G25950,,,,,,,,,
AT5G25960,,,,,,,,,
AT5G25970,,,,,,,,,
AT5G25980,,,recovered,,recovered,recovered,,,
AT5G25990,,,recovered,,recovered,recovered,,,
AT5G26000,,,recovered,,recovered,recovered,,,
AT5G26010,,,recovered,,recovered,,,,
AT5G26030,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT5G26040,,,recovered,recovered,recovered,recovered,,,
AT5G26050,,,,,,,,,
AT5G26090,,,,,,,,,
AT5G26110,recovered,recovered,recovered,,recovered,,,,
AT5G26114,,,,,,,,,
AT5G26120,,,,,,,,,
AT5G26130,,,,,,,,,
AT5G26140,,,,,,,,,
AT5G26146,,,,,,,,,
AT5G26150,,,,,,,,,
AT5G26160,,recovered,recovered,,recovered,recovered,recovered,recovered,
AT5G26170,,recovered,persistent_same_direction,recovered,persistent_same_direction,recovered,,,persistent_same_direction
AT5G26180,recovered,recovered,recovered,,recovered,,,,
AT5G26190,,,,,,,,,
AT5G26200,,recovered,,,,,,,
AT5G26210,,recovered,recovered,,recovered,,,,
AT5G26220,recovered,persistent_same_direction,,,,recovered,,recovered,recovered
AT5G26230,recovered,recovered,,,recovered,,,,
AT5G26240,recovered,recovered,recovered,,recovered,recovered,,,
AT5G26250,,,,,,,,,
AT5G26260,,,,,,,,,
AT5G26270,,,,,,,,,
AT5G26280,,,,,,,,recovered,
AT5G26290,,,,,,,,,
AT5G26300,,,,,,,,,
AT5G26310,,,,,,,,,
AT5G26320,,,,,,,,,
AT5G26330,,,recovered,,recovered,recovered,,,
AT5G26340,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,persistent_same_direction,,persistent_same_direction
AT5G26360,recovered,recovered,recovered,,recovered,,,,
AT5G26570,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,recovered
AT5G26594,,,,,,,,,
AT5G26600,,,recovered,,recovered,recovered,,,
AT5G26610,recovered,recovered,recovered,,recovered,recovered,,,
AT5G26617,,,,,,,,,
AT5G26620,,,,,,,,,
AT5G26622,recovered,recovered,,,,,,,
AT5G26630,,,,,,,,,
AT5G26650,,,,,,,,,
AT5G26660,,,,,,,,,
AT5G26667,,recovered,,,recovered,,,,
AT5G26670,recovered,recovered,recovered,,recovered,recovered,,,
AT5G26680,recovered,recovered,,,recovered,,,,
AT5G26690,,,persistent_same_direction,recovered,,,,,persistent_same_direction
AT5G26692,,,,,,,,,
AT5G26700,,,,,,,,,
AT5G26710,recovered,recovered,,,,,,,
AT5G26720,,,,,recovered,,,,
AT5G26730,,,,,,,,,
AT5G26731,,recovered,recovered,,recovered,,,,
AT5G26740,recovered,recovered,recovered,,recovered,recovered,,recovered,
AT5G26742,recovered,substantial_reversal,,,,,,,
AT5G26749,,,,,,,,,
AT5G26751,,recovered,recovered,,recovered,recovered,,,
AT5G26760,recovered,recovered,recovered,,recovered,recovered,,,
AT5G26770,,,persistent_same_direction,,recovered,recovered,,,
AT5G26780,recovered,recovered,recovered,,,,,,
AT5G26790,,recovered,,,,,,,
AT5G26800,recovered,recovered,recovered,,recovered,recovered,,,
AT5G26805,,,,,,,,,
AT5G26810,,,,,,,,,
AT5G26820,,recovered,,,,,,recovered,
AT5G26830,recovered,recovered,,,recovered,,,,
AT5G26840,,,,,,,,,
AT5G26850,,,,,recovered,,,,
AT5G26860,recovered,recovered,recovered,,recovered,recovered,recovered,,recovered
AT5G26880,recovered,recovered,,,recovered,recovered,recovered,,recovered
AT5G26900,,,,,,,,,
AT5G26910,,,,,,,,,
AT5G26920,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT5G26930,,,,,,,,,
AT5G26940,recovered,recovered,recovered,,recovered,,,,
AT5G26950,,,,,,,,,
AT5G26960,,,recovered,,recovered,recovered,,,
AT5G26970,,,,,,,,,
AT5G26980,,,recovered,recovered,recovered,recovered,recovered,,
AT5G26990,,recovered,recovered,,recovered,recovered,,,
AT5G27000,,recovered,,,,,,,
AT5G27010,,,,,,,,,
AT5G27020,,,,,,,,,
AT5G27030,recovered,recovered,recovered,,recovered,,,,
AT5G27050,,,,,,,,,
AT5G27060,,,,,,,,,
AT5G27070,,,,,,,,,
AT5G27100,,,recovered,,recovered,recovered,,,
AT5G27110,recovered,recovered,,,,recovered,,,
AT5G27120,recovered,recovered,recovered,recovered,recovered,,,recovered,
AT5G27130,,,,,,,,,
AT5G27140,,,,,,,,,
AT5G27150,recovered,recovered,recovered,,recovered,recovered,,,
AT5G27200,,,,,,,,,
AT5G27210,recovered,recovered,recovered,,recovered,,,,
AT5G27220,,,,,,,,,
AT5G27230,,,,,,,,,
AT5G27240,,,,,,recovered,,,
AT5G27247,,,,,,,,,
AT5G27260,,,,,,,,,
AT5G27270,,recovered,recovered,,recovered,recovered,,,
AT5G27280,,,recovered,recovered,recovered,recovered,recovered,,
AT5G27290,,,recovered,,recovered,,,,
AT5G27300,,,,,,,,,
AT5G27310,,,,,,,,,
AT5G27320,,,recovered,,recovered,recovered,,,
AT5G27330,recovered,recovered,recovered,,recovered,,,,
AT5G27340,,,,,,,,,
AT5G27350,,,recovered,,recovered,,,,
AT5G27360,,,recovered,,recovered,,,recovered,
AT5G27380,recovered,recovered,,,,,,recovered,
AT5G27390,recovered,recovered,recovered,,recovered,recovered,,,
AT5G27395,recovered,recovered,recovered,,recovered,,,,
AT5G27410,,,recovered,,recovered,recovered,,,
AT5G27420,,recovered,persistent_same_direction,recovered,recovered,recovered,,,persistent_same_direction
AT5G27430,recovered,recovered,recovered,,recovered,,,,
AT5G27440,recovered,recovered,,,,,,,
AT5G27450,recovered,recovered,recovered,,recovered,,,,
AT5G27460,,,recovered,,recovered,recovered,,,
AT5G27470,recovered,recovered,,,recovered,,,,
AT5G27490,recovered,recovered,,,,,,,
AT5G27510,,,,,,,,,
AT5G27520,recovered,recovered,recovered,,recovered,recovered,,,
AT5G27530,,,,,,,,,
AT5G27540,recovered,recovered,recovered,,recovered,recovered,,,
AT5G27550,recovered,recovered,recovered,,recovered,,,,
AT5G27560,recovered,recovered,,,,,,,
AT5G27570,,,,,,,,,
AT5G27580,,,,,,,,,
AT5G27600,,,persistent_same_direction,recovered,persistent_same_direction,recovered,persistent_same_direction,,persistent_same_direction
AT5G27610,recovered,recovered,,,recovered,,,,
