gene_id,cold,cold_high_light,drought,heat,heat_drought,heat_drought_high_light,heat_high_light,high_humidity,high_light
AT3G03960,recovered,recovered,,,,,,,
AT3G03970,,recovered,,,recovered,,,,
AT3G03980,recovered,recovered,,,,,,,
AT3G03990,recovered,recovered,,,,,,recovered,
AT3G04000,,,recovered,,recovered,,,,
AT3G04010,recovered,recovered,recovered,,recovered,,,,
AT3G04020,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04030,,recovered,recovered,,recovered,recovered,,,
AT3G04040,,,recovered,,recovered,recovered,,,
AT3G04050,,,recovered,,recovered,,,,
AT3G04060,,,persistent_same_direction,recovered,persistent_same_direction,recovered,,,
AT3G04070,,,persistent_same_direction,,recovered,recovered,,,
AT3G04080,recovered,recovered,recovered,,recovered,,,,
AT3G04090,,recovered,recovered,,recovered,recovered,,,
AT3G04100,,,,,,,,,
AT3G04110,,,,,,,,,
AT3G04120,recovered,substantial_reversal,persistent_same_direction,,,,,,recovered
AT3G04130,recovered,recovered,recovered,,recovered,,,,
AT3G04140,recovered,recovered,,,recovered,,,,
AT3G04150,,,,,,,,,
AT3G04160,,,recovered,,recovered,recovered,,recovered,
AT3G04181,,,,,,,,,
AT3G04184,,,,,,,,,
AT3G04190,,,,,,,,,
AT3G04200,,,,,,,,,
AT3G04210,,,substantial_reversal,,substantial_reversal,substantial_reversal,,recovered,persistent_same_direction
AT3G04220,,,,,,,,,recovered
AT3G04230,,recovered,recovered,,recovered,recovered,,,
AT3G04240,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04250,,,,,,,,,
AT3G04260,recovered,recovered,,,,,,,
AT3G04270,,,,,,,,,
AT3G04290,recovered,recovered,recovered,,recovered,recovered,,recovered,
AT3G04300,,,,,,,,,
AT3G04310,,,recovered,,recovered,,,,
AT3G04320,,,,,,,,,
AT3G04330,,,,,,,,,
AT3G04340,recovered,recovered,,,,,,,
AT3G04350,,recovered,recovered,,recovered,recovered,,,
AT3G04360,,,,,,,,,
AT3G04370,,,,,,,,,
AT3G04380,,,,,,recovered,,,
AT3G04400,recovered,substantial_reversal,,,,,,,
AT3G04410,,,,,,,,,
AT3G04420,,,,,,,,,
AT3G04430,,,,,,,,,
AT3G04440,,,recovered,,recovered,recovered,,,
AT3G04450,,recovered,,,,,,,
AT3G04460,recovered,recovered,recovered,,recovered,,,,
AT3G04470,recovered,recovered,,,,,,,
AT3G04480,recovered,recovered,persistent_same_direction,,,recovered,,,persistent_same_direction
AT3G04485,,,recovered,,,,,,
AT3G04490,,recovered,recovered,,recovered,recovered,,,
AT3G04500,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04510,,,,,,,,,
AT3G04520,,recovered,recovered,,recovered,recovered,,,
AT3G04525,,,,,,,,,
AT3G04530,,,,,,,,,
AT3G04540,,,,,,,,,
AT3G04550,recovered,recovered,,,,,recovered,,recovered
AT3G04560,,recovered,recovered,,recovered,,,,
AT3G04570,,,,,,,,,
AT3G04580,recovered,recovered,recovered,,recovered,,,,
AT3G04590,recovered,recovered,recovered,,recovered,,,,
AT3G04600,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04610,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04620,recovered,recovered,,,recovered,,,,
AT3G04630,,recovered,recovered,,recovered,,,,
AT3G04640,,recovered,persistent_same_direction,,persistent_same_direction,,,,persistent_same_direction
AT3G04650,recovered,recovered,recovered,,,,,recovered,
AT3G04660,,,,,,,,,
AT3G04670,,recovered,,,recovered,,,,
AT3G04680,recovered,recovered,,,recovered,,,,
AT3G04690,,,,,recovered,,,,
AT3G04710,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04720,,,,,,,,recovered,persistent_same_direction
AT3G04730,recovered,recovered,recovered,,recovered,recovered,,recovered,recovered
AT3G04735,,,,,,,,,
AT3G04740,,recovered,recovered,,recovered,recovered,,,
AT3G04750,,recovered,recovered,,recovered,recovered,,,
AT3G04760,recovered,recovered,,,,,,,
AT3G04765,,,,,,,,,
AT3G04770,recovered,recovered,recovered,,,,,,
AT3G04780,recovered,recovered,recovered,,recovered,,,,
AT3G04790,recovered,substantial_reversal,recovered,recovered,recovered,recovered,,,recovered
AT3G04810,recovered,recovered,,,,,,,
AT3G04820,recovered,recovered,,,,,,,
AT3G04830,recovered,recovered,,,recovered,,,,
AT3G04840,recovered,substantial_reversal,recovered,,recovered,recovered,,,
AT3G04850,,recovered,,,recovered,,,,
AT3G04854,,,,,,,,,
AT3G04855,,,,,,,,,
AT3G04860,,recovered,,,,,,,
AT3G04870,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04880,,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT3G04890,,,recovered,,recovered,recovered,,,
AT3G04900,,,,,,,,,
AT3G04910,recovered,,recovered,,,,,,
AT3G04920,recovered,recovered,,,,,,,
AT3G04930,recovered,recovered,recovered,,recovered,recovered,,,
AT3G04940,,recovered,,,,,,,
AT3G04945,,,,,,,,,
AT3G04950,recovered,recovered,,,,,,,
AT3G04960,,,,,,,,,
AT3G04970,recovered,,recovered,,recovered,recovered,,,
AT3G04980,,recovered,,,,,,,
AT3G04990,,,,,,,,,
AT3G05000,recovered,recovered,recovered,,recovered,,,,
AT3G05010,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05020,,,recovered,,recovered,,,,
AT3G05030,recovered,,substantial_reversal,,recovered,recovered,recovered,recovered,
AT3G05040,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05050,recovered,recovered,recovered,,recovered,,,,
AT3G05060,recovered,recovered,recovered,recovered,,,,recovered,
AT3G05070,recovered,recovered,recovered,,recovered,,,,
AT3G05090,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05100,,recovered,,,,,,,
AT3G05110,,,,,,,,,
AT3G05120,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G05130,recovered,recovered,,,recovered,,,,
AT3G05140,,,recovered,,recovered,,,,
AT3G05150,,,,,,,,,
AT3G05152,,,,,,,,,
AT3G05155,,,,,,,,,
AT3G05160,,,recovered,,recovered,recovered,,,
AT3G05165,,recovered,persistent_same_direction,recovered,recovered,recovered,,recovered,recovered
AT3G05170,,recovered,recovered,,recovered,,,,
AT3G05180,recovered,recovered,,,,,,,
AT3G05190,,recovered,recovered,,recovered,recovered,,,
AT3G05200,,,persistent_same_direction,,recovered,recovered,,recovered,persistent_same_direction
AT3G05210,,recovered,recovered,,recovered,recovered,,,
AT3G05220,recovered,recovered,,,,,,,
AT3G05230,recovered,recovered,,,,,,,
AT3G05240,,,,,,,,,
AT3G05250,,recovered,recovered,,recovered,recovered,,,
AT3G05260,,,,,recovered,recovered,,,
AT3G05270,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05280,recovered,recovered,recovered,,recovered,,,,
AT3G05290,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,
AT3G05300,,,,,,,,,
AT3G05310,,,,,,,,,
AT3G05320,,,,,,,,recovered,
AT3G05327,,,,,,,,,
AT3G05330,recovered,recovered,recovered,,recovered,,,,
AT3G05340,,recovered,,,,,,,
AT3G05345,,recovered,recovered,,recovered,recovered,,,
AT3G05350,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05370,,,,,recovered,,,recovered,
AT3G05380,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05390,,,recovered,,recovered,,,,
AT3G05400,,recovered,recovered,,recovered,recovered,,,
AT3G05410,recovered,recovered,,,,,,,
AT3G05420,recovered,recovered,recovered,,recovered,,,,
AT3G05430,,,,,,,,,
AT3G05440,,,,,,,,,
AT3G05450,,,,,,,,,
AT3G05460,,,,,,,,,
AT3G05470,recovered,recovered,,,recovered,,,,
AT3G05480,,recovered,,,,,,,
AT3G05490,recovered,recovered,,,,,,recovered,
AT3G05500,recovered,recovered,persistent_same_direction,,recovered,,,,
AT3G05510,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05520,,recovered,recovered,,recovered,recovered,,,
AT3G05530,recovered,recovered,recovered,,recovered,,,,
AT3G05540,,,,,,,,,
AT3G05545,,recovered,recovered,,recovered,recovered,,,
AT3G05550,,,,,,,,,
AT3G05560,recovered,substantial_reversal,recovered,,recovered,recovered,,,
AT3G05570,,recovered,,,recovered,,,,
AT3G05580,,recovered,recovered,,recovered,recovered,,,
AT3G05590,recovered,substantial_reversal,,,,,,,
AT3G05600,recovered,recovered,,,recovered,,,,
AT3G05610,,,,,,,,,
AT3G05620,,,,,,,,,
AT3G05625,recovered,recovered,recovered,,recovered,,,,
AT3G05630,,,persistent_same_direction,recovered,recovered,recovered,,,persistent_same_direction
AT3G05640,recovered,recovered,recovered,recovered,recovered,recovered,recovered,recovered,recovered
AT3G05650,,,persistent_same_direction,recovered,recovered,recovered,,,
AT3G05660,recovered,recovered,recovered,recovered,recovered,recovered,,recovered,
AT3G05670,,recovered,recovered,,recovered,recovered,,,
AT3G05675,,,,,recovered,,,,
AT3G05680,recovered,recovered,recovered,,recovered,,,,
AT3G05685,,,,,,,,,
AT3G05690,,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G05700,,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G05710,recovered,recovered,recovered,,recovered,,,,
AT3G05720,,,,,,,,,
AT3G05725,,,,,,,,,
AT3G05727,,recovered,,persistent_same_direction,,persistent_same_direction,persistent_same_direction,recovered,recovered
AT3G05730,recovered,recovered,recovered,recovered,recovered,persistent_same_direction,recovered,,
AT3G05740,,recovered,,,recovered,,,,
AT3G05746,,,,,,,,,
AT3G05750,recovered,recovered,,,,recovered,,,
AT3G05760,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05770,,,,,,,,,
AT3G05780,,,,,,,,,
AT3G05790,,recovered,,,,,,,
AT3G05800,recovered,persistent_same_direction,recovered,recovered,recovered,recovered,recovered,,
AT3G05810,recovered,recovered,,,recovered,,,,
AT3G05820,,,,,,,,,
AT3G05830,,,recovered,,recovered,recovered,,,
AT3G05840,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05858,,,,,,,,,
AT3G05860,,,,,,,,,
AT3G05870,recovered,recovered,recovered,,recovered,recovered,,,
AT3G05880,recovered,recovered,substantial_reversal,recovered,recovered,recovered,recovered,,
AT3G05890,,,recovered,,recovered,recovered,,,
AT3G05905,,,,,,,,,
AT3G05910,,recovered,,,recovered,,,,
AT3G05920,,,,,,,,,
AT3G05932,,,recovered,,recovered,,,,
AT3G05935,,,recovered,,recovered,recovered,,,
AT3G05936,,,recovered,,recovered,recovered,,,
AT3G05937,,,recovered,,recovered,recovered,,,
AT3G05940,,recovered,recovered,,recovered,recovered,,,
AT3G05950,,,,,,,,,
AT3G05960,,,,,,,,,
AT3G05970,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT3G05975,,,,,,,,,
AT3G05980,recovered,recovered,,,recovered,,,recovered,
AT3G05990,,,recovered,,recovered,recovered,,,
AT3G06000,,,,,,,,,
AT3G06010,recovered,recovered,recovered,,recovered,,,,
AT3G06019,,,,,,,,,
AT3G06020,,,recovered,,recovered,,,,
AT3G06030,,recovered,,,recovered,,,,
AT3G06035,recovered,recovered,recovered,,,recovered,,recovered,
AT3G06040,recovered,recovered,,,,,,,
AT3G06050,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G06060,recovered,recovered,,,,,,,
AT3G06070,recovered,recovered,recovered,recovered,recovered,recovered,recovered,recovered,recovered
AT3G06080,,,recovered,,recovered,recovered,,,
AT3G06090,,,,,,,,,
AT3G06100,,,,,,,,,
AT3G06110,recovered,recovered,recovered,,recovered,,,,
AT3G06120,,,,,,,,,
AT3G06125,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06130,,recovered,,,recovered,,,,
AT3G06140,,,,,recovered,,,,
AT3G06145,recovered,recovered,recovered,recovered,recovered,recovered,,recovered,
AT3G06150,,recovered,,,,,,,
AT3G06160,recovered,persistent_same_direction,,,,,recovered,recovered,
AT3G06170,,,recovered,,recovered,recovered,,,
AT3G06180,,,,,recovered,,,,
AT3G06190,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06200,recovered,recovered,recovered,,recovered,,,,
AT3G06210,,,recovered,,recovered,recovered,,,
AT3G06220,,,,,,,,,
AT3G06230,,,,,,,,,
AT3G06240,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06250,,recovered,recovered,,recovered,,,,
AT3G06260,,,,,,,,,
AT3G06270,,recovered,recovered,,recovered,,,,
AT3G06280,,,,,,,,,
AT3G06290,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06300,,,,,,recovered,,,
AT3G06310,recovered,recovered,,,,,,,
AT3G06320,recovered,recovered,recovered,,,,,,
AT3G06330,,,recovered,,recovered,,,,
AT3G06340,,recovered,recovered,,recovered,,,,
AT3G06350,recovered,recovered,recovered,,recovered,,,,
AT3G06360,,,,,,,,,
AT3G06370,,,,,,,,,
AT3G06380,,,recovered,,recovered,,,,
AT3G06390,,,,,,,,,
AT3G06400,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06410,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06420,,,recovered,,recovered,recovered,,,
AT3G06430,recovered,recovered,,,,,,,
AT3G06435,recovered,recovered,,,,,,,
AT3G06440,,recovered,recovered,,recovered,recovered,,,
AT3G06450,recovered,recovered,recovered,,,recovered,,,recovered
AT3G06455,,,recovered,,recovered,,,,
AT3G06460,,,,,,,,,
AT3G06470,recovered,recovered,,,recovered,,,,
AT3G06480,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06483,recovered,recovered,recovered,,recovered,,,,
AT3G06490,,,,,,,,,
AT3G06500,recovered,,recovered,,recovered,recovered,,,recovered
AT3G06510,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06520,,recovered,recovered,,recovered,recovered,,,
AT3G06530,recovered,recovered,,,,,,recovered,
AT3G06540,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06545,,,,,,,,,
AT3G06550,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06560,,,,,,,,,
AT3G06570,,,recovered,,recovered,recovered,,,
AT3G06580,,recovered,recovered,,recovered,,,,
AT3G06590,,,recovered,,recovered,recovered,,,
AT3G06600,,,,,,,,,
AT3G06610,recovered,recovered,,,,,,,
AT3G06620,,recovered,recovered,,recovered,recovered,,,
AT3G06630,,recovered,recovered,,,,,,
AT3G06640,,,,,,,,,
AT3G06650,recovered,recovered,recovered,,recovered,,,,
AT3G06660,recovered,recovered,,,,,,,
AT3G06670,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06680,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06690,,,,,,,,,
AT3G06700,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06710,,,,,,,,,
AT3G06720,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06730,recovered,recovered,recovered,,,,,,
AT3G06740,recovered,recovered,recovered,,recovered,,,,
AT3G06750,,,recovered,,recovered,recovered,,,
AT3G06760,,,persistent_same_direction,,recovered,,,,
AT3G06770,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06778,,,,,,,,,
AT3G06780,recovered,recovered,recovered,,recovered,recovered,,recovered,
AT3G06790,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06810,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G06820,recovered,recovered,recovered,,recovered,,,,
AT3G06830,,,recovered,,recovered,,,,
AT3G06840,,,recovered,,recovered,recovered,,,
AT3G06850,,,recovered,,recovered,recovered,,recovered,
AT3G06860,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT3G06868,,,,,,,,,
AT3G06880,recovered,recovered,recovered,,recovered,,,,
AT3G06890,,recovered,,,,,,,
AT3G06900,,,,,,,,,
AT3G06910,,recovered,recovered,,recovered,,,,
AT3G06920,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06930,recovered,recovered,,,,,,,
AT3G06950,,recovered,,,recovered,,recovered,,
AT3G06960,recovered,recovered,recovered,,recovered,recovered,,,
AT3G06962,,,,,,,,,
AT3G06970,,,,,,,,,
AT3G06980,recovered,recovered,recovered,recovered,recovered,,,,
AT3G06985,,,,,,,,,
AT3G06990,,,,,,,,,
AT3G07000,,,,,,,,,
AT3G07010,,,recovered,,recovered,recovered,,,
AT3G07020,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07030,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07040,,,recovered,,recovered,,,,
AT3G07050,recovered,recovered,,,,,,recovered,
AT3G07060,recovered,recovered,,,recovered,,,,
AT3G07070,,,,,,,,,
AT3G07080,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07090,,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G07100,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07110,recovered,recovered,recovered,,recovered,,,,
AT3G07120,,,,,,,,,
AT3G07130,,,,,,,,,
AT3G07140,recovered,recovered,recovered,,recovered,,,,
AT3G07150,,,,,recovered,,,,
AT3G07160,recovered,recovered,recovered,,recovered,,,,
AT3G07170,recovered,recovered,,,recovered,,,,
AT3G07180,,recovered,recovered,,recovered,recovered,,,
AT3G07190,,recovered,,,,,,,
AT3G07195,recovered,recovered,,,,,,,persistent_same_direction
AT3G07200,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07210,recovered,recovered,recovered,,,,,,
AT3G07215,,,recovered,,recovered,recovered,,,
AT3G07220,,recovered,recovered,,recovered,recovered,,,
AT3G07230,recovered,recovered,,,,,,,
AT3G07250,,,,,recovered,,,,
AT3G07260,,,,,,,,,
AT3G07270,recovered,recovered,,,,,,,
AT3G07273,,,recovered,,recovered,,,,
AT3G07290,recovered,recovered,,,,,,,
AT3G07300,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07310,,,recovered,,recovered,recovered,,,
AT3G07320,recovered,recovered,recovered,,recovered,,,recovered,
AT3G07330,recovered,recovered,recovered,,recovered,,,,
AT3G07340,,,recovered,,recovered,,,,
AT3G07350,recovered,recovered,recovered,,recovered,recovered,,recovered,recovered
AT3G07360,,,recovered,,recovered,recovered,,,
AT3G07370,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07380,,,,,,,,,
AT3G07390,recovered,recovered,,,,,,,
AT3G07400,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07410,,recovered,recovered,,recovered,recovered,,,
AT3G07420,,recovered,recovered,,recovered,recovered,,,
AT3G07425,,,,,,,,,
AT3G07430,recovered,recovered,recovered,,recovered,,,,recovered
AT3G07440,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07450,,,,,,,,,
AT3G07460,,recovered,recovered,,recovered,,,recovered,
AT3G07470,,recovered,recovered,,recovered,recovered,,recovered,
AT3G07480,recovered,recovered,recovered,,,,,,recovered
AT3G07490,,,,,,,,,
AT3G07500,,,recovered,,recovered,recovered,,,
AT3G07510,recovered,recovered,,,recovered,,,,
AT3G07520,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT3G07522,,,,,,,,,
AT3G07525,,recovered,recovered,,recovered,,,,
AT3G07530,,recovered,recovered,,recovered,,,,
AT3G07540,,,,,recovered,,,recovered,
AT3G07550,,,recovered,,recovered,,,,
AT3G07560,,recovered,recovered,,recovered,recovered,,,
AT3G07565,recovered,recovered,recovered,,recovered,,,,
AT3G07568,recovered,recovered,,,recovered,,,,
AT3G07570,,,recovered,,recovered,recovered,,,
AT3G07580,,,,,,,,,
AT3G07590,recovered,recovered,recovered,,recovered,,,,
AT3G07600,,,,,,,,,
AT3G07610,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07620,,,,,,,,,
AT3G07630,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07640,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07650,recovered,persistent_same_direction,recovered,recovered,recovered,recovered,recovered,,recovered
AT3G07660,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07670,recovered,recovered,,,,,,,
AT3G07680,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07690,recovered,recovered,recovered,,recovered,,,,
AT3G07700,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT3G07720,recovered,recovered,persistent_same_direction,,persistent_same_direction,recovered,,,persistent_same_direction
AT3G07730,,,recovered,,recovered,recovered,,,
AT3G07740,recovered,recovered,recovered,,recovered,,,,
AT3G07750,recovered,recovered,,,recovered,,,,
AT3G07760,recovered,recovered,recovered,,recovered,,,,
AT3G07770,recovered,recovered,recovered,,recovered,recovered,recovered,,
AT3G07780,,recovered,persistent_same_direction,,recovered,recovered,,recovered,
AT3G07790,,recovered,recovered,,recovered,recovered,,,
AT3G07800,,recovered,,,recovered,,,,
AT3G07810,recovered,recovered,,,recovered,,,,
AT3G07820,,,,,,,,,
AT3G07830,,,,,,,,,
AT3G07850,,,,,,,,,
AT3G07860,recovered,recovered,,,,recovered,,,
AT3G07870,,,recovered,,recovered,recovered,,recovered,
AT3G07880,,,recovered,,recovered,recovered,,,
AT3G07890,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07900,,,,,,,,,
AT3G07910,recovered,recovered,,,recovered,,,,
AT3G07920,,,,,,,,,
AT3G07930,,,recovered,,recovered,recovered,,,
AT3G07940,recovered,recovered,recovered,,recovered,recovered,,,
AT3G07950,,recovered,recovered,,recovered,,,,
AT3G07960,,,,,recovered,,,,
AT3G07970,,,recovered,,recovered,,,,
AT3G07980,recovered,recovered,recovered,,recovered,,,,
